-0.33	-1.77	0
-0.43	-1.66	0
-1.58	-1.45	0
-1.81	-0.34	0
-1.43	-1.68	0
-1.78	-0.06	0
-0.81	-1.34	0
-0.56	-1.96	0
-1.03	-1.56	0
-0.26	-0.01	0
-1.18	-1.91	0
-0.23	-1.59	0
-1.54	-1.97	0
-1.38	-1.73	0
-1.76	-1.87	0
-0.65	-0.46	0
-1.43	-0.65	0
-0.04	-1.19	0
-0.21	-0.6	0
-0.82	-1.48	0
-0.8	-0.68	0
-0.23	-1.91	0
-0.46	-1.41	0
-0.3	-0.16	0
-1.06	-0.77	0
-1.31	-1.13	0
-1.42	-1.15	0
-0.79	-0.75	0
-0.54	-1.32	0
-0.53	-0.66	0
-0.21	-1.21	0
-1.18	-1.37	0
-1.09	-1.13	0
-0.86	-0.77	0
-0.32	-1.42	0
-0.65	-0.35	0
-0.36	-1.86	0
-0.41	-1.44	0
-1.33	-1.29	0
-0.59	-1.9	0
-1.09	-0.17	0
-0.33	-1.02	0
-0.45	-0.25	0
-0.04	-0.99	0
-1.81	-1.89	0
-0.81	-0.47	0
-1.57	-0.27	0
-1.97	-1.32	0
-0.37	-0.55	0
-1.85	-1.16	0
0.15	0.24	1
1.53	0.14	1
0.01	1.15	1
0.3	1.55	1
1.44	0.42	1
1.7	1.04	1
0	0.19	1
1.47	1.93	1
1.77	0.33	1
1.47	0.48	1
0.82	0.35	1
0.69	0.09	1
1.85	0.35	1
0.75	0.21	1
1.42	1.32	1
0.69	1.49	1
1.17	0.71	1
1.52	0.75	1
0.33	1.79	1
0.92	1.78	1
0.98	1.3	1
1.78	0.16	1
1.88	0.19	1
1.6	1.82	1
1.88	1.4	1
0.81	1.89	1
0.48	0.3	1
1.52	0.28	1
0.52	1.83	1
1.74	1.92	1
0.02	0.44	1
0.52	1.42	1
1.33	0.55	1
0.38	0.73	1
1.4	1.77	1
1.85	0.74	1
0.33	0.53	1
0.06	1.1	1
1.01	0.46	1
0.11	1.87	1
0.54	1.48	1
1.43	0.38	1
1.8	0.87	1
0.66	1.7	1
1.79	1.38	1
0.44	1.09	1
1.43	1.95	1
0.36	0.88	1
1.42	1.98	1
1.83	1.23	1
